nct_id,title,official_title,status,phase,start_date,completion_date,enrollment,num_locations,min_age_years,max_age_years,study_type,allocation,vaccine_names,all_interventions,sponsor,collaborators,countries,primary_outcome,summary,sex,healthy_volunteers,url,source,fetched_at,cleaned_at,quality_score,_source,pmid,authors,journal,publication_date,volume,issue,pages,doi,pub_type
NCT02305446,Safety and Blood Donations in Adults Vaccinated With rMenB+OMV NZ.,"Phase 3b, Open Label, Uncontrolled, Single-arm, Single-centre Study to Evaluate the Safety of Two Doses of Novartis Meningococcal Group B Vaccine When Administered to Healthy Adults From 18 to 50 Years of Age and to Collect Blood Donations to Develop Vaccines Against Neisseria Meningitidis",COMPLETED,PHASE_3,2014-12-01,2015-04-01,55.0,1.0,18.0,50.0,INTERVENTIONAL,,,,Novartis,N/A,Poland,,The purpose of this trial is to assess the safety of a Meningococcal Group B Vaccine and to collect blood donation. Sera panel obtained from blood donations will be used as a control to measure the immunoresponse to the Meningococcal Group B Vaccine in other studies.,ALL,,https://clinicaltrials.gov/study/NCT02305446,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT00674583,Comparison of GSK Biologicals' Meningococcal Vaccine (GSK134612) and Licensed MenC-CRM197 Vaccine in Healthy Children,Non-inferiority of GSK Biologicals' Meningococcal Vaccine (GSK134612) Compared to Licensed MenC-CRM197 Conjugate Vaccine in Healthy Children,COMPLETED,PHASE_3,2008-05-09,2009-01-08,414.0,31.0,2.0,10.0,INTERVENTIONAL,,,,GlaxoSmithKline,N/A,"Germany, France",,The purpose of the study is to investigate whether or not GSK Biologicals' meningococcal vaccine GSK134612 is inferior to a licensed MenC-CRM197 conjugate vaccine in terms of vaccine antibody response against meningococcal serogroup C disease.,ALL,,https://clinicaltrials.gov/study/NCT00674583,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT00196963,"Evaluate 4 Different Formulations of Meningococcal Serogroups A, C, W-135, Y Conjugate Vaccine When Given as 1 Dose to Healthy Subjects Aged 15-19 Yrs","Assess the Immunogenicity, Safety, Reactogenicity of 1 Dose of 4 Different Formulations of GSK Biologicals' Meningococcal Conjugate Vaccine (MenACWY) vs 1 Dose of Mencevax™ ACWY in Healthy Subjects Aged 15-19 Yrs",COMPLETED,PHASE_2,2005-03-01,2005-07-01,125.0,1.0,15.0,19.0,INTERVENTIONAL,,,,GlaxoSmithKline,N/A,Belgium,,"The purpose of this study is to evaluate the immunogenicity, safety and reactogenicity of one dose of four different formulations of the MenACWY conjugate vaccine when given to healthy subjects aged 15-19 years. The selection of the best formulation will be based on data obtained up to one month after the vaccine dose.",ALL,,https://clinicaltrials.gov/study/NCT00196963,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT02919293,Immunogenicity and Safety of Meningococcal Groups A and C and Haemophilus b Conjugate Vaccine in Infants 2 to 5 Months of Age,Immunogenicity and Safety of Adjuvant and Adjuvant-Free Meningococcal Groups A and C and Haemophilus b Conjugate Vaccine in Infants 2 to 5 Months of Age,UNKNOWN,PHASE_1,2016-08-01,2017-05-01,360.0,1.0,0.17,0.42,INTERVENTIONAL,,,,"Beijing Zhifei Lvzhu Biopharmaceutical Co., Ltd",N/A,China,,"To evaluate Immunogenicity and Safety of Adjuvant and Adjuvant-Free Meningococcal Groups A and C and Haemophilus b Conjugate Vaccine in Infants 2 to 5 Months of Age. Primary objective: * To demonstrate the non-inferiority of the antibody responses to meningococcal serogroups A, C and Haemophilus influenzae type b following the administration of adjuvant-free MenAC-Hib conjugate vaccine compared to those observed following the administration of adjuvant MenAC-Hib conjugate vaccine. * To describe the safety profile of adjuvant-free MenAC-Hib conjugate vaccine compared to that of adjuvant MenAC-Hib conjugate vaccine. Secondary objective: •To compare the antibody level of meningococcal serogroups A, C and Haemophilus influenzae type b following the administration of adjuvant-free MenAC-Hib conjugate vaccine to those observed following the administration of adjuvant MenAC-Hib conjugate vaccine.",ALL,,https://clinicaltrials.gov/study/NCT02919293,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,90,clinicaltrials,,,,,,,,,
NCT02199691,Immunogenicity and Safety of an Investigational Quadrivalent Meningococcal Conjugate Vaccine in Healthy Adolescents,A Phase II Study of the Immunogenicity and Safety of an Investigational Quadrivalent Meningococcal Conjugate Vaccine in Healthy Adolescents,COMPLETED,PHASE_2,2014-07-22,2015-10-02,1715.0,36.0,10.0,17.0,INTERVENTIONAL,,,,"Sanofi Pasteur, a Sanofi Company",N/A,"Puerto Rico, United States",,"The purpose of the study was to evaluate the immunogenicity and describe the safety of Meningococcal Polysaccharide (Serogroups A, C, Y and W) Tetanus Toxoid (MenACYW) Conjugate vaccine compared to the licensed vaccine MENVEO® in adolescents 10 to 17 years of age in the United States (US). This study also evaluated the immunogenicity and safety of MenACYW Conjugate vaccine when given alone compared to when given concomitantly with tetanus, diphtheria, acellular pertussis (Tdap) vaccine and human papilloma virus (HPV) vaccine. Primary objective: * To evaluate the antibody responses to the antigens present in MenACYW Conjugate vaccine when MenACYW Conjugate vaccine was given alone compared to those when MENVEO vaccine was given alone. Secondary objective: * To evaluate the antibody responses to the antigens present in MenACYW Conjugate vaccine, when MenACYW Conjugate vaccine was given concomitantly with Tdap and HPV vaccines, compared to those when it was given alone. * To evaluate the antibody responses to the antigens present in Tdap vaccine, when Tdap vaccine was given concomitantly with MenACYW Conjugate vaccine and HPV vaccine, compared to those when Tdap vaccine was given with HPV vaccine only. * To evaluate the antibody responses to the antigens present in HPV vaccine after the 3-dose series, when the first dose of HPV vaccine is given concomitantly with MenACYW Conjugate vaccine and Tdap vaccine, compared to those when the first dose of HPV vaccine is given with Tdap vaccine only. Observational objective: * To describe the safety profile of MenACYW Conjugate vaccine, compared to that of the licensed vaccine MENVEO®, and when MenACYW Conjugate vaccine was given with Tdap and HPV vaccines.",ALL,,https://clinicaltrials.gov/study/NCT02199691,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT06832514,Investigating Gender and Sex Differences in Immune Responses Through Vaccination of Transgender and Cisgender Persons,"An Investigator-initiated, Single-center Academic Study in Healthy Transgender and Cisgender Persons Aged Between 18 and 40 Years to Investigate Gender and Sex Differences in Immune Responses to Meningococcal Serogroup B Vaccination",RECRUITING,PHASE_4,2025-01-31,2025-12-31,250.0,1.0,18.0,40.0,INTERVENTIONAL,,,,University Ghent,N/A,Belgium,,"Sexual differences are a well-established source of biological variation in immune system functioning, with men often displaying lower adaptive immune responses (e.g. antibody production) to infections and vaccinations compared to women. The impact of sex and gender on immune responses and immune functioning warrants more in-depth investigation. This study is an investigator-initiated project aimed at prospectively assessing the immune response towards a vaccine in transgender and cisgender individuals. Transgender individuals retain their chromosomal sex while undergoing a significant hormonal shift that aligns with their experienced gender. Immune responses induced by the four-component meningococcal serogroup B (4CMenB; Bexsero®) vaccine will be evaluated in transgender individuals and compared with responses observed in cisgender individuals. Both humoral and cellular immune responses induced by two doses of the 4CMenB vaccine will be quantified and analysed. This approach is expected to provide new insights into the effects of gender and sex differences on innate and adaptive immune responses.",ALL,,https://clinicaltrials.gov/study/NCT06832514,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT04707391,Immunogenicity and Safety Study of GSK's MenABCWY Vaccine in Healthy Adolescents and Adults Previously Primed With MenACWY Vaccine,"A Phase IIIB, Randomized, Controlled, Observer-blind Study to Evaluate Safety and Immunogenicity of GSK's Meningococcal ABCWY Vaccine When Administered in Healthy Adolescents and Adults, Previously Primed With Meningococcal ACWY Vaccine",COMPLETED,PHASE_3,2021-01-25,2023-09-29,1250.0,69.0,15.0,25.0,INTERVENTIONAL,,,,GlaxoSmithKline,N/A,"Australia, Canada, Argentina, United States",,The purpose of this study was to assess immunogenicity and safety of MenABCWY vaccine in healthy adolescents and adults aged 15 to 25 years previously vaccinated with MenACWY vaccine.,ALL,,https://clinicaltrials.gov/study/NCT04707391,clinicaltrials,2026-01-03T15:50:12.301750,2026-01-03T15:50:12.301750,100,clinicaltrials,,,,,,,,,
NCT02003313,"Immunogenicity and Safety of Group A, C, Y and W135 Meningococcal Polysaccharide Vaccine","Immunogenicity and Safety of Group A, C, Y and W135 Meningococcal Polysaccharide Vaccine in More Than 2 Years Old Children and Adults",COMPLETED,PHASE_3,2013-11-01,2015-07-01,1260.0,1.0,2.0,30.0,INTERVENTIONAL,,,,"Beijing Minhai Biotechnology Co., Ltd",N/A,China,,"The purpose of this double-blind study is to evaluate the safety, reactogenicity and immunogenicity of Group A,C,Y and W135 Meningococcal Polysaccharide Vaccine in 2 to 30 years-old Children and Adults. All subjects will receive 1 dose of Group A,C,Y and W135 Meningococcal Polysaccharide Vaccine.",ALL,,https://clinicaltrials.gov/study/NCT02003313,clinicaltrials,2026-01-03T15:50:12.302744,2026-01-03T15:50:12.302744,100,clinicaltrials,,,,,,,,,
,High Risk for Invasive Meningococcal Disease Among Patients Receiving Eculizumab (Soliris) Despite Receipt of Meningococcal Vaccine.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/28704351/,pubmed,2026-01-03T15:50:12.304979,2026-01-03T15:50:12.304979,90,pubmed,28704351,"McNamara LA, Topaz N, Wang X, Hariri S, Fox L et al.",MMWR. Morbidity and mortality weekly report,2017-07-14,66,27,734-737,10.15585/mmwr.mm6627e1,Journal Article
,Meningococcal Disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/29867258/,pubmed,2026-01-03T15:50:12.306484,2026-01-03T15:50:12.306484,80,pubmed,29867258,Pollard AJ,The Ulster medical journal,2018-05-01,87,2,81-82,,Editorial
,Meningococcal disease and vaccination in college students.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34613863/,pubmed,2026-01-03T15:50:12.307996,2026-01-03T15:50:12.307996,90,pubmed,34613863,"Schaffer DeRoo S, Torres RG, Fu LY",Human vaccines & immunotherapeutics,2021-11-02,17,11,4675-4688,10.1080/21645515.2021.1973881,"Journal Article, Review"
,Chronic meningococcal disease: Systematic literature review.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/40768968/,pubmed,2026-01-03T15:50:12.308507,2026-01-03T15:50:12.308507,90,pubmed,40768968,"Schulz LP, Gatti B, Milani GP, Lava SAG, Lavagno C et al.",Journal of infection and public health,2025-11-01,18,11,102900,10.1016/j.jiph.2025.102900,Journal Article
,Meningococcal disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/11333996/,pubmed,2026-01-03T15:50:12.309021,2026-01-03T15:50:12.309021,90,pubmed,11333996,"Rosenstein NE, Perkins BA, Stephens DS, Popovic T, Hughes JM",The New England journal of medicine,2001-05-03,344,18,1378-88,10.1056/NEJM200105033441807,"Journal Article, Review"
,Meningococcal Disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/28364047/,pubmed,2026-01-03T15:50:12.309021,2026-01-03T15:50:12.309021,90,pubmed,28364047,Vaz LE,Pediatrics in review,2017-04-01,38,4,158-169,10.1542/pir.2016-0131,"Journal Article, Review"
,Preventing invasive meningococcal disease in early infancy.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/35482946/,pubmed,2026-01-03T15:50:12.309021,2026-01-03T15:50:12.309021,90,pubmed,35482946,"Presa J, Serra L, Weil-Olivier C, York L",Human vaccines & immunotherapeutics,2022-11-30,18,5,1979846,10.1080/21645515.2021.1979846,"Journal Article, Review"
,Global Control of Meningococcal Disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/37224203/,pubmed,2026-01-03T15:50:12.310026,2026-01-03T15:50:12.310026,90,pubmed,37224203,Stephens DS,The New England journal of medicine,2023-05-25,388,21,2003-2005,10.1056/NEJMe2301698,Editorial
,Clinical recognition of meningococcal disease in children and adolescents.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/16458763/,pubmed,2026-01-03T15:50:12.310026,2026-01-03T15:50:12.310026,90,pubmed,16458763,"Thompson MJ, Ninis N, Perera R, Mayon-White R, Phillips C et al.","Lancet (London, England)",2006-02-04,367,9508,397-403,10.1016/S0140-6736(06)67932-4,Journal Article
,Meningococcal disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/12973866/,pubmed,2026-01-03T15:50:12.310026,2026-01-03T15:50:12.310026,80,pubmed,12973866,Daley AJ,Australian family physician,2003-08-01,32,8,"597-601, 603-5",,"Journal Article, Review"
,Treatment of Meningococcal Disease.,,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/27449146/,pubmed,2026-01-03T15:50:12.311025,2026-01-03T15:50:12.311025,90,pubmed,27449146,Nadel S,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2016-08-01,59,2 Suppl,S21-8,10.1016/j.jadohealth.2016.04.013,"Journal Article, Review"
